tick,wh1_humidity,wh1_temperature,wh1_inventory,wh2_humidity,wh2_temperature,wh2_inventory,dc_capacity,dc_throughput,shipment_humidity,shipment_temperature,arm1_active,arm2_active,truck_cargo,mold_detected,retail_stock
601,52.0,18.2,100,43.5,17.6,293,73.5,299,53.9,18.6,True,True,7,False,201
602,53.2,18.1,100,46.8,18.7,294,73.1,365,50.4,17.9,True,True,8,False,201
603,52.5,18.8,100,46.3,16.2,292,70.5,291,52.9,20.2,True,True,9,False,202
604,53.4,18.2,100,48.1,18.5,290,71.3,304,52.4,19.9,True,True,10,False,202
605,54.2,18.3,100,47.8,19.3,289,74.3,339,56.5,19.7,True,True,0,False,203
606,55.2,19.4,100,45.7,19.4,288,73.0,390,52.4,20.5,True,True,1,False,203
607,54.6,19.1,100,49.5,16.8,288,76.0,302,54.6,19.5,True,True,2,False,204
608,55.1,19.2,100,46.1,16.6,287,72.7,393,56.0,18.6,True,True,3,False,204
609,56.1,19.6,100,46.4,21.0,287,73.2,409,55.8,21.2,True,True,4,False,203
610,55.5,18.9,100,50.6,19.3,287,75.8,298,53.8,20.5,True,True,5,False,203
611,56.5,19.6,100,48.9,17.1,287,76.2,361,55.6,20.4,True,True,6,False,203
612,57.8,19.6,100,47.9,18.2,285,74.8,295,60.4,19.7,True,True,7,False,202
613,57.7,20.2,100,48.1,18.3,285,77.4,383,55.2,21.8,True,True,8,False,200
614,58.0,20.3,100,49.1,16.8,285,72.9,403,57.9,21.4,True,True,9,False,200
615,59.0,20.2,100,50.0,20.0,285,74.2,317,59.0,20.1,True,True,10,False,200
616,59.4,20.4,100,50.0,17.1,283,77.9,419,61.0,21.2,True,True,0,False,200
617,58.9,20.5,100,50.1,20.1,284,77.7,396,58.4,20.6,True,True,1,False,200
618,59.8,20.3,100,53.6,20.7,283,77.6,391,60.6,21.4,True,True,2,False,200
619,61.2,20.2,100,50.5,18.9,282,77.0,419,58.8,20.5,True,True,3,False,201
620,59.9,20.7,100,51.6,19.5,282,73.2,398,59.4,22.2,True,True,4,False,200
621,61.7,20.8,100,50.8,20.0,281,73.2,386,58.9,19.9,False,False,5,False,200
622,62.4,21.3,100,53.1,20.9,282,73.6,389,60.2,22.2,True,True,6,False,201
623,61.5,21.2,100,55.0,17.6,280,74.2,346,63.5,20.7,True,True,7,False,200
624,61.7,20.9,100,51.8,16.9,278,76.0,396,62.5,22.2,True,True,8,False,200
625,63.3,21.2,100,52.8,16.6,277,76.2,306,61.0,23.0,True,True,9,False,200
626,62.7,21.3,100,53.2,20.4,276,71.3,299,61.0,21.6,True,True,10,False,200
627,64.1,21.5,100,54.2,20.6,277,72.4,281,62.1,22.7,True,True,0,False,200
628,63.7,21.5,100,52.8,20.8,276,73.4,312,62.3,21.9,True,True,1,False,200
629,64.5,21.9,100,55.1,20.0,275,74.4,351,67.3,21.2,True,True,2,False,201
630,65.4,22.0,100,53.7,16.3,275,73.9,370,64.6,22.9,True,True,3,False,200
631,65.0,22.4,100,53.4,19.3,274,72.7,327,64.1,21.6,True,True,4,False,200
632,65.8,22.2,100,56.5,17.1,275,70.7,378,64.5,21.8,True,True,5,False,200
633,66.6,23.1,100,56.4,16.2,274,73.2,330,63.9,23.6,True,True,6,False,200
634,66.5,22.8,100,54.2,20.2,274,71.5,281,69.0,22.7,True,True,7,False,200
635,67.2,23.4,100,57.4,17.6,275,67.6,368,66.6,24.1,True,True,8,False,201
636,68.1,23.3,100,55.4,19.6,274,69.5,306,71.1,24.9,True,True,9,False,201
637,67.7,23.5,100,54.3,20.0,272,71.1,299,66.3,24.6,True,True,10,False,200
638,68.5,23.9,100,56.8,19.3,271,69.2,413,68.7,24.6,True,True,0,False,200
639,70.1,23.8,100,55.3,18.5,269,66.5,332,71.3,23.0,True,True,1,False,200
640,69.0,23.7,100,56.7,16.5,268,66.8,396,69.9,25.2,True,True,2,False,200
641,69.3,23.7,100,57.7,19.7,267,66.6,306,67.2,25.3,True,True,3,False,201
642,70.0,23.7,100,57.5,16.3,267,63.4,381,70.0,24.2,True,True,4,False,201
643,70.5,24.3,100,54.3,16.2,266,66.9,406,70.6,23.6,True,True,5,False,200
644,70.9,23.9,100,54.3,19.7,266,67.2,383,70.3,23.2,True,True,6,False,200
645,72.6,24.1,100,54.8,19.4,265,65.8,402,74.0,25.7,True,True,7,False,200
646,71.6,24.2,100,56.3,16.0,266,62.4,299,69.6,25.5,True,True,8,False,200
647,72.4,24.2,100,55.4,16.5,266,64.9,322,73.9,25.5,True,True,9,False,200
648,73.7,24.8,100,54.7,19.9,265,61.0,357,75.0,26.5,True,True,10,False,200
649,74.3,25.0,100,56.8,17.0,266,58.9,390,73.5,26.2,True,True,0,False,200
650,74.9,25.5,100,55.5,17.0,264,62.7,386,77.6,25.3,True,True,1,False,200
651,62.3,25.5,100,55.6,18.8,263,57.4,318,62.4,25.4,True,True,2,False,201
652,60.6,24.8,100,54.5,16.2,264,57.6,390,59.7,26.3,True,True,3,False,200
653,60.4,25.7,100,55.8,17.8,265,58.1,354,58.7,26.1,True,True,4,False,200
654,63.0,25.4,100,54.6,16.7,265,60.1,315,64.1,25.0,True,True,5,False,201
655,61.8,25.2,100,53.0,17.8,263,56.9,360,61.8,26.3,True,True,6,False,201
656,60.8,26.2,100,53.4,18.8,262,55.5,375,58.6,26.8,True,True,7,False,202
657,60.2,25.7,100,54.2,17.5,261,54.3,307,59.2,25.0,True,True,8,False,202
658,60.7,25.4,100,52.2,20.3,259,55.5,314,59.0,26.4,True,True,9,False,200
659,59.6,26.5,100,51.8,16.1,259,50.3,304,58.1,25.8,True,True,10,False,200
660,60.0,26.5,100,51.8,16.7,260,51.3,390,57.9,25.6,True,True,0,False,200
661,60.5,26.2,100,50.9,16.5,260,52.9,350,59.8,27.3,True,True,1,False,200
662,58.7,25.8,100,51.2,17.4,261,50.7,315,58.5,27.0,True,True,2,False,201
663,60.5,26.7,100,50.6,16.7,259,50.2,366,60.3,28.3,True,True,3,False,201
664,59.1,26.8,100,51.4,18.9,259,46.8,414,57.7,27.9,True,True,4,False,200
665,57.8,26.8,100,50.8,20.0,259,46.0,362,59.4,28.7,True,True,5,False,200
666,57.8,26.9,100,49.0,19.2,259,45.9,298,57.4,27.0,True,True,6,False,200
667,54.3,26.2,100,48.3,20.0,260,46.8,321,53.9,26.8,True,True,7,False,200
668,53.9,27.1,100,47.4,18.9,261,44.0,415,53.9,28.6,True,True,8,False,200
669,54.8,26.8,100,48.3,16.6,261,46.0,312,56.5,26.7,True,True,9,False,200
670,53.1,26.6,100,48.9,18.5,261,43.3,341,55.2,28.4,True,True,10,False,200
671,53.1,27.0,100,46.3,19.7,259,41.9,295,50.9,27.6,True,True,0,False,201
672,54.5,27.2,100,48.3,16.2,258,42.0,313,53.1,26.3,True,True,1,False,200
673,52.2,26.8,100,47.9,19.5,258,41.8,403,49.5,28.1,True,True,2,False,201
674,51.2,26.5,100,46.6,19.7,257,42.0,303,51.7,26.2,True,True,3,False,201
675,52.3,27.0,100,47.6,17.2,257,44.7,360,51.4,28.0,True,True,4,False,201
676,49.2,26.9,100,46.5,19.9,256,38.9,393,50.5,28.7,True,True,5,False,201
677,48.5,27.0,100,46.3,17.5,257,39.2,315,50.5,27.6,True,True,6,False,201
678,48.9,27.2,100,43.8,17.5,256,41.8,288,47.5,28.0,True,True,7,False,200
679,49.9,27.3,100,43.2,16.2,256,38.8,390,50.1,28.3,True,True,8,False,200
680,76.6,27.4,100,46.3,19.8,254,40.5,389,78.3,29.2,True,True,9,True,201
681,76.8,27.5,100,44.4,20.0,254,41.1,340,74.6,26.5,True,True,10,True,202
682,77.7,26.7,100,42.2,17.6,255,38.4,283,75.4,27.4,True,True,0,True,202
683,73.6,27.0,100,42.2,17.6,255,37.3,300,72.3,27.8,True,True,1,True,200
684,72.4,27.2,100,41.9,18.9,255,36.0,327,73.5,28.8,True,True,2,True,200
685,72.3,26.5,100,43.8,16.4,256,38.2,299,72.3,25.8,True,True,3,True,200
686,73.2,27.3,100,42.9,20.7,255,37.7,384,75.6,27.4,True,True,4,True,201
687,73.8,26.8,100,40.4,19.8,255,35.1,288,74.7,26.3,True,True,5,False,201
688,75.9,27.3,100,43.9,20.2,253,39.0,413,75.5,27.1,True,True,6,True,200
689,73.8,26.6,100,40.7,18.5,253,37.4,384,73.0,26.7,True,True,7,True,200
690,77.5,26.9,100,42.1,17.7,251,35.3,315,78.1,28.3,True,True,8,True,200
691,72.7,26.8,100,40.9,16.2,252,33.3,400,74.2,26.2,True,True,9,True,200
692,74.6,27.2,100,41.9,20.5,252,33.1,355,72.3,28.9,True,True,10,True,201
693,75.5,27.2,100,41.4,19.6,252,32.4,402,76.7,28.4,True,True,0,True,200
694,75.5,26.6,100,42.0,17.5,251,33.0,351,78.2,25.9,True,True,1,True,200
695,74.0,26.9,100,40.8,20.4,251,35.5,333,73.6,26.7,True,True,2,False,200
696,73.9,26.1,100,39.8,17.0,251,33.7,339,74.9,25.5,True,True,3,False,200
697,77.0,25.9,100,41.3,20.2,252,37.4,389,78.4,26.5,True,True,4,True,201
698,73.8,26.5,100,38.6,19.7,252,37.1,309,76.6,27.9,True,True,5,False,201
699,73.3,25.9,100,38.4,19.3,251,34.1,413,72.2,27.4,True,True,6,True,202
700,77.3,26.3,100,38.2,20.4,251,32.3,407,76.0,25.9,True,True,7,True,202
701,44.5,26.3,100,41.5,17.7,249,32.4,377,45.3,26.0,True,True,8,False,200
702,43.1,26.4,100,41.8,19.8,249,37.6,336,40.8,28.0,True,True,9,False,200
703,42.4,25.7,100,41.9,20.0,249,36.7,312,44.0,26.2,True,True,10,False,200
704,43.6,25.6,100,39.7,17.3,248,34.7,380,45.5,25.9,True,True,0,False,200
705,42.3,25.4,100,40.0,17.6,248,37.1,308,45.0,26.2,True,True,1,False,200
706,44.9,25.8,100,38.2,18.0,247,38.4,330,47.8,27.3,True,True,2,False,200
707,45.9,25.2,100,39.4,18.4,245,36.1,414,43.5,25.4,True,True,3,False,200
708,44.1,25.1,100,39.5,18.5,244,38.8,349,46.3,24.3,True,True,4,False,200
709,46.9,24.8,100,41.3,16.5,245,39.0,285,45.7,25.2,True,True,5,False,201
710,48.5,25.1,100,40.9,19.6,244,37.6,342,47.8,27.1,True,True,6,False,201
711,49.1,25.3,100,41.8,20.9,243,38.1,359,48.1,26.7,True,True,7,False,201
712,46.3,25.3,100,39.6,18.1,244,38.8,339,43.7,25.8,True,True,8,False,200
713,49.5,24.4,100,42.4,17.2,245,40.5,419,49.5,26.3,True,True,9,False,200
714,49.0,24.8,100,41.2,17.0,246,41.3,321,49.1,24.2,True,True,10,False,200
715,51.3,25.0,100,40.0,17.4,247,40.4,355,52.6,26.6,True,True,0,False,200
716,49.8,24.5,100,43.3,20.3,246,39.0,364,52.4,25.7,True,True,1,False,200
717,49.8,24.6,100,42.1,16.3,247,38.6,304,50.0,24.6,True,True,2,False,200
718,51.8,24.0,100,40.9,19.1,245,42.5,389,52.3,23.9,True,True,3,False,201
719,52.3,24.1,100,41.6,17.7,245,43.8,413,52.8,25.4,True,True,4,False,200
720,54.4,23.7,100,43.2,16.0,245,45.3,317,52.3,24.1,True,True,5,False,200
